"id";"Liga";"Data";"Home";"Away";"golHome";"golAway";"totalGols";"resultado";"golHomeHT";"golawayHT";"resultadoHT";"escanteioHome";"escanteioAway";"totalCantos";"cardAmareloHome";"cardAmareloAway";"cardRedHome";"cardRedAway";"totalgolHT";"total_cartao"
"266113";"Liga Portugal";"2023-08-26";"Arouca";"Portimonense";"1";"1";"2";"D";"0";"1";"A";"16";"2";"18";"1";"2";"0";"0";"1";"3"
"266114";"Liga Portugal";"2023-08-26";"Farense";"Chaves";"5";"0";"5";"H";"4";"0";"H";"7";"4";"11";"2";"1";"0";"0";"4";"3"
"266115";"Liga Portugal";"2023-08-26";"Gil Vicente";"Benfica";"2";"3";"5";"A";"0";"1";"A";"1";"5";"6";"3";"3";"0";"0";"1";"6"
"266116";"LaLiga";"2023-08-26";"Cadiz";"Almeria";"1";"1";"2";"D";"0";"0";"D";"7";"3";"10";"0";"5";"1";"1";"0";"7"
"266117";"LaLiga";"2023-08-26";"Granada";"Mallorca";"3";"2";"5";"H";"1";"1";"D";"5";"3";"8";"2";"7";"0";"0";"2";"9"
"266118";"LaLiga";"2023-08-26";"Sevilla";"Girona";"1";"2";"3";"A";"1";"1";"D";"6";"6";"12";"2";"1";"0";"0";"2";"3"
"266119";"BundesLiga";"2023-08-25";"RB Leipzig";"Stuttgart";"5";"1";"6";"H";"0";"1";"A";"4";"4";"8";"1";"1";"0";"0";"1";"2"
"266120";"Premier League";"2023-08-25";"Chelsea";"Luton";"3";"0";"3";"H";"1";"0";"H";"6";"4";"10";"2";"3";"0";"0";"1";"5"
"266121";"Ligue 1";"2023-08-25";"Nantes";"Monaco";"3";"3";"6";"D";"2";"1";"H";"1";"10";"11";"2";"2";"0";"0";"3";"4"
"266122";"Liga Portugal";"2023-08-25";"Estrela";"Estoril";"2";"1";"3";"H";"0";"0";"D";"8";"8";"16";"1";"1";"0";"0";"0";"2"
"266123";"LaLiga";"2023-08-25";"Las Palmas";"Sociedad";"0";"0";"0";"D";"0";"0";"D";"5";"7";"12";"1";"4";"0";"0";"0";"5"
"266124";"LaLiga";"2023-08-25";"Celta";"Real Madrid";"0";"1";"1";"A";"0";"0";"D";"3";"5";"8";"2";"3";"0";"0";"0";"5"
"266125";"Premier League";"2023-08-21";"Crystal Palace";"Arsenal";"0";"1";"1";"A";"0";"0";"D";"1";"8";"9";"2";"1";"0";"1";"0";"4"
"266126";"Serie A";"2023-08-21";"Torino";"Cagliari";"0";"0";"0";"D";"0";"0";"D";"8";"3";"11";"1";"1";"0";"0";"0";"2"
"266127";"Serie A";"2023-08-21";"Bologna";"Milan";"0";"2";"2";"A";"0";"2";"A";"3";"6";"9";"2";"2";"0";"0";"2";"4"
"266128";"Liga Portugal";"2023-08-21";"Famalicao";"Moreirense";"0";"0";"0";"D";"0";"0";"D";"3";"6";"9";"4";"3";"1";"0";"0";"8"
"266129";"LaLiga";"2023-08-21";"Alaves";"Sevilla";"4";"3";"7";"H";"2";"2";"D";"4";"4";"8";"1";"2";"0";"0";"4";"3"
"266130";"LaLiga";"2023-08-21";"Granada";"Vallecano";"0";"2";"2";"A";"0";"0";"D";"5";"6";"11";"2";"1";"1";"0";"0";"4"
"266131";"BundesLiga";"2023-08-20";"Union Berlin";"Mainz";"4";"1";"5";"H";"2";"0";"H";"3";"1";"4";"1";"5";"0";"0";"2";"6"
"266132";"BundesLiga";"2023-08-20";"Ein Frankfurt";"Darmstadt";"1";"0";"1";"H";"1";"0";"H";"7";"3";"10";"2";"3";"0";"0";"1";"5"
"266133";"Premier League";"2023-08-20";"Aston Villa";"Everton";"4";"0";"4";"H";"2";"0";"H";"7";"6";"13";"3";"4";"0";"0";"2";"7"
"266134";"Premier League";"2023-08-20";"West Ham";"Chelsea";"3";"1";"4";"H";"1";"1";"D";"3";"9";"12";"2";"3";"1";"0";"2";"6"
"266135";"Ligue 1";"2023-08-20";"Lille";"Nantes";"2";"0";"2";"H";"0";"0";"D";"7";"5";"12";"0";"2";"1";"0";"0";"3"
"266136";"Ligue 1";"2023-08-20";"Le Havre";"Brest";"1";"2";"3";"A";"0";"1";"A";"5";"3";"8";"0";"2";"0";"0";"1";"2"
"266137";"Ligue 1";"2023-08-20";"Lorient";"Nice";"1";"1";"2";"D";"0";"0";"D";"0";"9";"9";"1";"1";"0";"0";"0";"2"
"266138";"Ligue 1";"2023-08-20";"Reims";"Clermont";"2";"0";"2";"H";"1";"0";"H";"3";"10";"13";"0";"0";"0";"0";"1";"0"
"266139";"Ligue 1";"2023-08-20";"Monaco";"Strasbourg";"3";"0";"3";"H";"2";"0";"H";"4";"3";"7";"2";"1";"0";"0";"2";"3"
"266140";"Ligue 1";"2023-08-20";"Lens";"Rennes";"1";"1";"2";"D";"1";"0";"H";"11";"0";"11";"2";"1";"0";"0";"1";"3"
"266141";"Serie A";"2023-08-20";"Roma";"Salernitana";"2";"2";"4";"D";"1";"1";"D";"9";"1";"10";"0";"4";"0";"0";"2";"4"
"266142";"Serie A";"2023-08-20";"Sassuolo";"Atalanta";"0";"2";"2";"A";"0";"0";"D";"7";"7";"14";"0";"0";"0";"0";"0";"0"
"266143";"Serie A";"2023-08-20";"Lecce";"Lazio";"2";"1";"3";"H";"0";"1";"A";"5";"2";"7";"3";"2";"0";"0";"1";"5"
"266144";"Serie A";"2023-08-20";"Udinese";"Juventus";"0";"3";"3";"A";"0";"3";"A";"7";"3";"10";"1";"3";"0";"0";"3";"4"
"266145";"Liga Portugal";"2023-08-20";"Estoril";"Rio Ave";"2";"0";"2";"H";"0";"0";"D";"3";"3";"6";"4";"2";"0";"0";"0";"6"
"266146";"Liga Portugal";"2023-08-20";"Porto";"Farense";"2";"1";"3";"H";"1";"1";"D";"17";"3";"20";"2";"3";"0";"0";"2";"5"
"266147";"Liga Portugal";"2023-08-20";"Vizela";"Arouca";"2";"2";"4";"D";"1";"1";"D";"6";"3";"9";"6";"6";"1";"1";"2";"14"
"266148";"LaLiga";"2023-08-20";"Girona";"Getafe";"3";"0";"3";"H";"1";"0";"H";"3";"2";"5";"2";"5";"0";"0";"1";"7"
"266149";"LaLiga";"2023-08-20";"Barcelona";"Cadiz";"2";"0";"2";"H";"0";"0";"D";"10";"2";"12";"4";"3";"0";"0";"0";"7"
"266150";"LaLiga";"2023-08-20";"Betis";"Ath Madrid";"0";"0";"0";"D";"0";"0";"D";"2";"7";"9";"2";"1";"0";"0";"0";"3"
"266151";"BundesLiga";"2023-08-19";"Augsburg";"M'gladbach";"4";"4";"8";"D";"3";"3";"D";"8";"7";"15";"1";"2";"0";"0";"6";"3"
"266152";"BundesLiga";"2023-08-19";"Hoffenheim";"Freiburg";"1";"2";"3";"A";"0";"2";"A";"4";"2";"6";"0";"1";"0";"0";"2";"1"
"266153";"BundesLiga";"2023-08-19";"Leverkusen";"RB Leipzig";"3";"2";"5";"H";"2";"1";"H";"4";"5";"9";"1";"2";"0";"0";"3";"3"
"266154";"BundesLiga";"2023-08-19";"Stuttgart";"Bochum";"5";"0";"5";"H";"2";"0";"H";"7";"0";"7";"1";"1";"0";"0";"2";"2"
"266155";"BundesLiga";"2023-08-19";"Wolfsburg";"Heidenheim";"2";"0";"2";"H";"2";"0";"H";"1";"7";"8";"3";"0";"0";"0";"2";"3"
"266156";"BundesLiga";"2023-08-19";"Dortmund";"FC Koln";"1";"0";"1";"H";"0";"0";"D";"6";"3";"9";"1";"0";"0";"0";"0";"1"
"266157";"Premier League";"2023-08-19";"Fulham";"Brentford";"0";"3";"3";"A";"0";"1";"A";"5";"5";"10";"2";"2";"1";"0";"1";"5"
"266158";"Premier League";"2023-08-19";"Liverpool";"Bournemouth";"3";"1";"4";"H";"2";"1";"H";"10";"2";"12";"1";"3";"1";"0";"3";"5"
"266159";"Premier League";"2023-08-19";"Wolves";"Brighton";"1";"4";"5";"A";"0";"1";"A";"5";"3";"8";"3";"6";"1";"0";"1";"10"
"266160";"Premier League";"2023-08-19";"Tottenham";"Man United";"2";"0";"2";"H";"0";"0";"D";"5";"6";"11";"1";"3";"0";"0";"0";"4"
"266161";"Premier League";"2023-08-19";"Man City";"Newcastle";"1";"0";"1";"H";"1";"0";"H";"3";"0";"3";"1";"5";"0";"0";"1";"6"
"266162";"Ligue 1";"2023-08-19";"Lyon";"Montpellier";"1";"4";"5";"A";"0";"2";"A";"6";"2";"8";"4";"1";"1";"0";"2";"6"
"266163";"Ligue 1";"2023-08-19";"Toulouse";"Paris SG";"1";"1";"2";"D";"0";"0";"D";"5";"5";"10";"0";"3";"0";"0";"0";"3"
"266164";"Serie A";"2023-08-19";"Empoli";"Verona";"0";"1";"1";"A";"0";"0";"D";"2";"4";"6";"2";"2";"0";"0";"0";"4"
"266165";"Serie A";"2023-08-19";"Frosinone";"Napoli";"1";"3";"4";"A";"1";"2";"A";"4";"6";"10";"3";"3";"0";"0";"3";"6"
"266166";"Serie A";"2023-08-19";"Genoa";"Fiorentina";"1";"4";"5";"A";"0";"3";"A";"3";"4";"7";"2";"3";"0";"0";"3";"5"
"266167";"Serie A";"2023-08-19";"Inter";"Monza";"2";"0";"2";"H";"1";"0";"H";"8";"3";"11";"1";"1";"0";"0";"1";"2"
"266168";"Liga Portugal";"2023-08-19";"Guimaraes";"Gil Vicente";"2";"1";"3";"H";"0";"0";"D";"6";"4";"10";"3";"3";"0";"0";"0";"6"
"266169";"Liga Portugal";"2023-08-19";"Chaves";"Sp Braga";"2";"4";"6";"A";"1";"1";"D";"5";"6";"11";"2";"2";"1";"0";"2";"5"
"266170";"Liga Portugal";"2023-08-19";"Benfica";"Estrela";"2";"0";"2";"H";"0";"0";"D";"9";"4";"13";"3";"3";"0";"0";"0";"6"
"266171";"Liga Portugal";"2023-08-19";"Portimonense";"Boavista";"1";"4";"5";"A";"0";"3";"A";"11";"2";"13";"3";"2";"0";"0";"3";"5"
"266172";"LaLiga";"2023-08-19";"Sociedad";"Celta";"1";"1";"2";"D";"1";"0";"H";"9";"7";"16";"2";"1";"0";"0";"1";"3"
"266173";"LaLiga";"2023-08-19";"Almeria";"Real Madrid";"1";"3";"4";"A";"1";"1";"D";"4";"5";"9";"1";"0";"0";"0";"2";"1"
"266174";"LaLiga";"2023-08-19";"Osasuna";"Ath Bilbao";"0";"2";"2";"A";"0";"2";"A";"5";"3";"8";"1";"5";"1";"1";"2";"8"
"266175";"BundesLiga";"2023-08-18";"Werder Bremen";"Bayern Munich";"0";"4";"4";"A";"0";"1";"A";"0";"6";"6";"2";"1";"0";"0";"1";"3"
"266176";"Premier League";"2023-08-18";"Nott'm Forest";"Sheffield United";"2";"1";"3";"H";"1";"0";"H";"6";"7";"13";"2";"3";"0";"0";"1";"5"
"266177";"Ligue 1";"2023-08-18";"Metz";"Marseille";"2";"2";"4";"D";"0";"1";"A";"4";"9";"13";"3";"2";"1";"0";"1";"6"
"266178";"Liga Portugal";"2023-08-18";"Casa Pia";"Sp Lisbon";"1";"2";"3";"A";"0";"1";"A";"4";"5";"9";"4";"1";"0";"0";"1";"5"
"266179";"LaLiga";"2023-08-18";"Mallorca";"Villarreal";"0";"1";"1";"A";"0";"0";"D";"6";"5";"11";"2";"4";"0";"0";"0";"6"
"266180";"LaLiga";"2023-08-18";"Valencia";"Las Palmas";"1";"0";"1";"H";"0";"0";"D";"6";"4";"10";"0";"0";"0";"0";"0";"0"
"266181";"Premier League";"2023-08-14";"Man United";"Wolves";"1";"0";"1";"H";"0";"0";"D";"8";"7";"15";"2";"3";"0";"0";"0";"5"
"266182";"Liga Portugal";"2023-08-14";"Moreirense";"Porto";"1";"2";"3";"A";"0";"0";"D";"5";"10";"15";"4";"7";"0";"1";"0";"12"
"266183";"Liga Portugal";"2023-08-14";"Boavista";"Benfica";"3";"2";"5";"H";"0";"1";"A";"3";"3";"6";"6";"4";"1";"1";"1";"12"
"266184";"LaLiga";"2023-08-14";"Cadiz";"Alaves";"1";"0";"1";"H";"1";"0";"H";"2";"4";"6";"3";"2";"1";"0";"1";"6"
"266185";"LaLiga";"2023-08-14";"Ath Madrid";"Granada";"3";"1";"4";"H";"1";"0";"H";"3";"3";"6";"3";"1";"0";"0";"1";"4"
"266186";"Premier League";"2023-08-13";"Brentford";"Tottenham";"2";"2";"4";"D";"2";"2";"D";"3";"6";"9";"1";"4";"0";"0";"4";"5"
"266187";"Premier League";"2023-08-13";"Chelsea";"Liverpool";"1";"1";"2";"D";"1";"1";"D";"4";"4";"8";"3";"3";"0";"0";"2";"6"
"266188";"Ligue 1";"2023-08-13";"Brest";"Lens";"3";"2";"5";"H";"1";"2";"A";"6";"8";"14";"2";"3";"0";"1";"3";"6"
"266189";"Ligue 1";"2023-08-13";"Clermont";"Monaco";"2";"4";"6";"A";"1";"2";"A";"6";"2";"8";"0";"4";"0";"0";"3";"4"
"266190";"Ligue 1";"2023-08-13";"Montpellier";"Le Havre";"2";"2";"4";"D";"0";"1";"A";"5";"2";"7";"1";"2";"0";"0";"1";"3"
"266191";"Ligue 1";"2023-08-13";"Nantes";"Toulouse";"1";"2";"3";"A";"1";"0";"H";"7";"5";"12";"2";"2";"0";"0";"1";"4"
"266192";"Ligue 1";"2023-08-13";"Rennes";"Metz";"5";"1";"6";"H";"1";"1";"D";"5";"4";"9";"0";"2";"0";"0";"2";"2"
"266193";"Ligue 1";"2023-08-13";"Strasbourg";"Lyon";"2";"1";"3";"H";"0";"0";"D";"1";"6";"7";"2";"2";"0";"0";"0";"4"
"266194";"Liga Portugal";"2023-08-13";"Rio Ave";"Chaves";"2";"0";"2";"H";"0";"0";"D";"14";"3";"17";"3";"4";"0";"1";"0";"8"
"266195";"Liga Portugal";"2023-08-13";"Estrela";"Guimaraes";"0";"1";"1";"A";"0";"1";"A";"3";"10";"13";"3";"3";"1";"0";"1";"7"
"266196";"Liga Portugal";"2023-08-13";"Arouca";"Estoril";"4";"3";"7";"H";"1";"1";"D";"2";"6";"8";"4";"2";"1";"0";"2";"7"
"266197";"LaLiga";"2023-08-13";"Celta";"Osasuna";"0";"2";"2";"A";"0";"1";"A";"7";"2";"9";"1";"1";"0";"0";"1";"2"
"266198";"LaLiga";"2023-08-13";"Villarreal";"Betis";"1";"2";"3";"A";"0";"1";"A";"9";"4";"13";"1";"3";"0";"0";"1";"4"
"266199";"LaLiga";"2023-08-13";"Getafe";"Barcelona";"0";"0";"0";"D";"0";"0";"D";"3";"4";"7";"8";"2";"1";"1";"0";"12"
"266200";"Premier League";"2023-08-12";"Arsenal";"Nott'm Forest";"2";"1";"3";"H";"2";"0";"H";"8";"3";"11";"2";"2";"0";"0";"2";"4"
"266201";"Premier League";"2023-08-12";"Bournemouth";"West Ham";"1";"1";"2";"D";"0";"0";"D";"10";"4";"14";"1";"4";"0";"0";"0";"5"
"266202";"Premier League";"2023-08-12";"Brighton";"Luton";"4";"1";"5";"H";"1";"0";"H";"6";"7";"13";"2";"2";"0";"0";"1";"4"
"266203";"Premier League";"2023-08-12";"Everton";"Fulham";"0";"1";"1";"A";"0";"0";"D";"10";"4";"14";"0";"2";"0";"0";"0";"2"
"266204";"Premier League";"2023-08-12";"Sheffield United";"Crystal Palace";"0";"1";"1";"A";"0";"0";"D";"5";"5";"10";"3";"0";"0";"0";"0";"3"
"266205";"Premier League";"2023-08-12";"Newcastle";"Aston Villa";"5";"1";"6";"H";"2";"1";"H";"6";"5";"11";"4";"4";"0";"0";"3";"8"
"266206";"Ligue 1";"2023-08-12";"Marseille";"Reims";"2";"1";"3";"H";"1";"1";"D";"10";"10";"20";"1";"3";"0";"0";"2";"4"
"266207";"Ligue 1";"2023-08-12";"Paris SG";"Lorient";"0";"0";"0";"D";"0";"0";"D";"9";"2";"11";"0";"0";"0";"0";"0";"0"
"266208";"Liga Portugal";"2023-08-12";"Gil Vicente";"Portimonense";"5";"0";"5";"H";"2";"0";"H";"1";"1";"2";"0";"0";"0";"0";"2";"0"
"266209";"Liga Portugal";"2023-08-12";"Farense";"Casa Pia";"0";"3";"3";"A";"0";"1";"A";"5";"6";"11";"2";"4";"0";"0";"1";"6"
"266210";"Liga Portugal";"2023-08-12";"Sp Lisbon";"Vizela";"3";"2";"5";"H";"2";"0";"H";"8";"3";"11";"4";"0";"0";"0";"2";"4"
"266211";"LaLiga";"2023-08-12";"Sociedad";"Girona";"1";"1";"2";"D";"1";"0";"H";"4";"1";"5";"2";"5";"0";"0";"1";"7"
"266212";"LaLiga";"2023-08-12";"Las Palmas";"Mallorca";"1";"1";"2";"D";"1";"0";"H";"3";"6";"9";"3";"2";"0";"0";"1";"5"
"266213";"LaLiga";"2023-08-12";"Ath Bilbao";"Real Madrid";"0";"2";"2";"A";"0";"2";"A";"7";"5";"12";"3";"1";"0";"0";"2";"4"
"266214";"Premier League";"2023-08-11";"Burnley";"Man City";"0";"3";"3";"A";"0";"2";"A";"6";"5";"11";"0";"0";"1";"0";"2";"1"
"266215";"Ligue 1";"2023-08-11";"Nice";"Lille";"1";"1";"2";"D";"1";"0";"H";"3";"3";"6";"3";"2";"0";"0";"1";"5"
"266216";"Liga Portugal";"2023-08-11";"Sp Braga";"Famalicao";"1";"2";"3";"A";"1";"0";"H";"3";"4";"7";"4";"4";"0";"0";"1";"8"
"266217";"LaLiga";"2023-08-11";"Almeria";"Vallecano";"0";"2";"2";"A";"0";"2";"A";"8";"3";"11";"1";"3";"0";"0";"2";"4"
"266218";"LaLiga";"2023-08-11";"Sevilla";"Valencia";"1";"2";"3";"A";"0";"0";"D";"8";"1";"9";"3";"2";"1";"0";"0";"6"
